Date,Open,High,Low,Close,Adj Close,Volume
2004-10-27,91.451454,94.854858,90.975975,93.078079,93.078079,26686287
2004-10-28,93.433434,97.292290,92.892891,96.746750,96.746750,29663906
2004-10-29,99.544548,100.075073,95.395393,95.415413,95.415413,42282675
2004-11-01,96.871872,98.933937,95.730728,98.113113,98.113113,24425350
2004-11-02,99.489487,99.724724,96.766769,97.532532,97.532532,22669907
2004-11-03,99.189186,100.900902,95.470467,95.930931,95.930931,27749623
2004-11-04,94.314316,95.295296,91.766769,92.442444,92.442444,28790381
2004-11-05,91.081078,91.241241,84.359360,84.759758,84.759758,39626534
2004-11-08,85.550552,87.807808,84.784782,86.361359,86.361359,22361216
2004-11-09,87.137138,87.687691,82.717720,84.434433,84.434433,22106272
2004-11-10,85.420418,86.346344,83.248245,84.014015,84.014015,21266712
2004-11-11,84.649651,91.966965,83.868866,91.601601,91.601601,29941029
2004-11-12,92.707710,94.994995,88.788788,91.091087,91.091087,33458708
2004-11-15,90.315315,94.254257,89.464462,92.527527,92.527527,23779197
2004-11-16,88.838837,89.824821,85.500504,86.356354,86.356354,41792965
2004-11-17,84.594597,88.838837,84.584587,86.336334,86.336334,36229534
2004-11-18,85.230232,87.297295,82.947945,83.853851,83.853851,33225941
2004-11-19,84.634636,85.075073,83.343346,84.784782,84.784782,17521061
2004-11-22,82.317314,84.834831,80.735733,82.632629,82.632629,24711664
2004-11-23,84.069069,85.500504,83.333336,83.843842,83.843842,24801773
2004-11-24,87.497498,88.693695,86.341339,87.467468,87.467468,30531438
2004-11-26,87.987991,90.105103,87.747749,89.784782,89.784782,12947240
2004-11-29,90.270271,91.566566,88.843842,90.615616,90.615616,21311867
2004-11-30,90.445442,91.591591,90.215218,91.081078,91.081078,15384600
2004-12-01,91.066063,91.341339,89.864868,90.070068,90.070068,15712472
2004-12-02,90.040039,90.845848,89.364365,89.789787,89.789787,12509278
2004-12-03,90.065063,90.620621,88.888885,90.290291,90.290291,11726662
2004-12-06,89.654655,90.440437,88.098099,88.233231,88.233231,12495492
2004-12-07,88.088089,88.188187,85.360359,85.800804,85.800804,13728058
2004-12-08,85.260262,86.926926,84.449448,85.075073,85.075073,15068516
2004-12-09,85.210213,86.836838,84.319321,86.801804,86.801804,15292692
2004-12-10,86.801804,87.527527,85.730728,85.910912,85.910912,8625766
2004-12-13,86.171173,86.676674,84.809807,85.310310,85.310310,9627563
2004-12-14,85.585587,89.499496,84.884888,89.434433,89.434433,22154623
2004-12-15,89.084084,90.435432,88.418419,89.979980,89.979980,22919058
2004-12-16,88.563560,90.335335,88.063065,88.323326,88.323326,17128454
2004-12-17,88.468468,90.340340,88.363365,90.130127,90.130127,14757628
2004-12-20,91.091087,94.324326,91.026024,92.602600,92.602600,19649331
2004-12-21,93.248245,94.034035,91.791794,91.966965,91.966965,11021567
2004-12-22,92.042046,93.518517,91.596596,93.243240,93.243240,7806186
2004-12-23,93.818817,94.394394,93.093094,94.044044,94.044044,7221971
2004-12-27,94.669670,96.746750,94.644646,96.051048,96.051048,12195992
2004-12-28,96.151154,96.871872,95.600601,96.476479,96.476479,8283308
2004-12-29,95.985985,96.856857,95.985985,96.546547,96.546547,5350844
2004-12-30,96.581581,99.214211,96.021019,98.898895,98.898895,11796791
2004-12-31,99.714714,100.040039,96.376373,96.491493,96.491493,15321663
2005-01-03,98.798798,101.921921,97.827827,101.456459,101.456459,31656712
2005-01-04,100.800804,101.566566,96.836838,97.347343,97.347343,27484288
2005-01-05,96.821823,98.548546,96.211212,96.851852,96.851852,16456727
2005-01-06,97.637634,98.048050,93.953957,94.369370,94.369370,20753426
2005-01-07,95.415413,97.222221,94.484482,97.022018,97.022018,19306474
2005-01-10,97.347343,99.149147,96.011009,97.627625,97.627625,15064121
2005-01-11,97.907906,98.953957,96.686684,96.866867,96.866867,13903483
2005-01-12,97.262260,98.063065,95.345345,97.787788,97.787788,16339244
2005-01-13,97.787788,98.793793,97.122124,97.762764,97.762764,13685101
2005-01-14,98.098099,100.105103,97.162163,100.085083,100.085083,19261319
2005-01-18,100.585587,102.612610,99.429428,102.052055,102.052055,26318855
2005-01-19,102.427429,102.752754,98.453453,98.748749,98.748749,22492885
2005-01-20,96.346344,98.223221,96.096092,97.057060,97.057060,17985197
2005-01-21,97.367371,97.777779,94.154152,94.234238,94.234238,18498283
2005-01-24,94.439438,94.759758,90.250252,90.450447,90.450447,28017355
2005-01-25,91.061058,91.211212,88.233231,88.648651,88.648651,21297082
2005-01-26,89.724724,94.799797,89.664665,94.714714,94.714714,24591184
2005-01-27,94.474472,94.524529,92.692696,94.134132,94.134132,13241545
2005-01-28,95.105103,97.447449,93.263260,95.265266,95.265266,24391984
2005-01-31,96.941940,98.278275,95.955956,97.907906,97.907906,19174207
2005-02-01,97.287285,98.428429,95.410408,96.046043,96.046043,37640322
2005-02-02,107.882881,108.508507,101.931931,103.083084,103.083084,65533001
2005-02-03,103.098099,106.791794,103.008011,105.535538,105.535538,25950224
2005-02-04,103.338341,103.978981,101.401398,102.282280,102.282280,29608961
2005-02-07,102.732735,103.303307,97.852852,98.113113,98.113113,25894879
2005-02-08,98.578583,100.110107,97.362366,99.419418,99.419418,22937040
2005-02-09,100.480476,100.900902,94.824821,95.885887,95.885887,34308657
2005-02-10,96.081078,96.201202,92.717720,94.084084,94.084084,37927435
2005-02-11,93.423424,96.256256,93.128128,93.793793,93.793793,26205768
2005-02-14,91.516518,96.636635,90.590591,96.591591,96.591591,77047276
2005-02-15,96.896896,100.020020,96.636635,97.712715,97.712715,51514034
2005-02-16,97.447449,99.764763,97.247246,99.304306,99.304306,33031535
2005-02-17,99.014015,99.974976,98.503502,99.049049,99.049049,20807971
2005-02-18,99.354355,99.519524,98.428429,99.074074,99.074074,16954828
2005-02-22,98.348351,99.549553,95.290291,95.780785,95.780785,26940433
2005-02-23,96.746750,97.337334,94.424423,97.072075,97.072075,31140828
2005-02-24,91.776779,95.020020,91.206207,94.539543,94.539543,51576971
2005-02-25,94.669670,95.055054,92.847847,93.028030,93.028030,19927053
2005-02-28,93.093094,95.030029,93.018021,94.089088,94.089088,15621163
2005-03-01,94.739738,94.969971,91.091087,93.123123,93.123123,18603778
2005-03-02,93.068069,93.928932,92.272270,92.682686,92.682686,14556429
2005-03-03,93.158157,93.968971,92.247246,93.598602,93.598602,15201983
2005-03-04,93.443443,93.718719,92.627625,93.043045,93.043045,13534652
2005-03-07,93.983986,94.894897,93.608612,94.499496,94.499496,17317465
2005-03-08,94.644646,95.020020,92.577576,92.692696,92.692696,16076108
2005-03-09,92.197197,92.417419,90.170174,90.765762,90.765762,22698079
2005-03-10,90.595596,90.690689,88.788788,90.080078,90.080078,21899079
2005-03-11,90.310310,90.565567,88.663666,88.988991,88.988991,16040543
2005-03-14,89.254257,89.289291,86.371368,87.582581,87.582581,22270907
2005-03-15,87.737740,90.090088,87.192192,89.394394,89.394394,20823356
2005-03-16,88.438438,89.394394,87.592590,87.887886,87.887886,14198387
2005-03-17,88.653656,89.909912,87.987991,89.734734,89.734734,16504679
2005-03-18,89.494492,90.290291,89.244247,90.110107,90.110107,14165820
2005-03-21,89.724724,91.176178,88.713715,90.530533,90.530533,14952433
2005-03-22,90.680679,91.061058,89.014015,89.389389,89.389389,11252137
2005-03-23,89.074074,90.210213,89.074074,89.579582,89.579582,9680310
2005-03-24,90.440437,90.520523,89.689690,89.714714,89.714714,7402990
2005-03-28,90.930931,92.492493,90.565567,90.800804,90.800804,17458524
2005-03-29,90.615616,91.731735,89.124123,89.874878,89.874878,12933054
2005-03-30,90.410408,90.815819,89.889893,90.315315,90.315315,12459728
2005-03-31,89.064064,90.785789,88.908913,90.345345,90.345345,13523663
2005-04-01,90.970970,91.566566,90.085083,90.110107,90.110107,12351636
2005-04-04,90.065063,92.752754,90.010010,92.737740,92.737740,16136647
2005-04-05,93.958961,95.225227,93.878876,94.379379,94.379379,17455927
2005-04-06,94.714714,94.919922,93.883881,94.704704,94.704704,10494695
2005-04-07,94.484482,97.407410,94.414413,96.976974,96.976974,19365016
2005-04-08,96.941940,97.647652,95.820824,96.121124,96.121124,10222967
2005-04-11,96.641640,97.497498,96.256256,96.711716,96.711716,10810179
2005-04-12,96.596596,97.307304,94.799797,97.077080,97.077080,14624561
2005-04-13,96.831833,97.257256,94.959961,96.561562,96.561562,13098488
2005-04-14,96.731735,97.277275,95.145142,95.820824,95.820824,12293095
2005-04-15,95.145142,95.265266,92.422424,92.592590,92.592590,23131645
2005-04-18,92.382385,94.034035,91.836838,93.578583,93.578583,13087499
2005-04-19,94.759758,96.096092,94.109108,95.795799,95.795799,16843140
2005-04-20,99.389389,100.350349,98.053055,99.149147,99.149147,30872097
2005-04-21,100.310310,102.602600,99.759758,102.212212,102.212212,35468296
2005-04-22,111.561562,112.112114,107.237236,108.013016,108.013016,66343790
2005-04-25,109.019020,112.482483,108.868866,111.876877,111.876877,39640320
2005-04-26,110.220222,111.111115,109.254257,109.484482,109.484482,34509456
2005-04-27,109.104103,110.535538,108.478477,110.000000,110.000000,20509070
2005-04-28,109.859863,111.151154,108.963966,109.834831,109.834831,17348234
2005-04-29,111.066063,111.236237,109.019020,110.110107,110.110107,18322060
2005-05-02,111.136139,111.961960,110.215218,111.256256,111.256256,19515265
2005-05-03,111.036034,114.189186,110.770767,113.208206,113.208206,35524840
2005-05-04,113.728729,115.055054,113.613617,114.364365,114.364365,24142833
2005-05-05,114.424423,114.424423,113.053055,113.603607,113.603607,15004181
2005-05-06,114.314316,114.739738,113.348351,114.124123,114.124123,13514272
2005-05-09,114.114113,114.364365,112.827827,113.123123,113.123123,11062526
2005-05-10,112.847847,114.014015,112.472473,114.014015,114.014015,12678908
2005-05-11,114.599602,116.106110,114.079079,115.760757,115.760757,22934642
2005-05-12,115.520523,116.231232,114.214211,114.474472,114.474472,17878504
2005-05-13,114.704704,115.660660,113.773773,114.734734,114.734734,14816169
2005-05-16,114.954956,115.925926,114.399399,115.640640,115.640640,11351437
2005-05-17,115.395393,116.841843,115.215218,116.681679,116.681679,15602182
2005-05-18,116.921921,120.105103,116.876877,119.699699,119.699699,24599376
2005-05-19,120.290291,120.705704,119.254257,119.709709,119.709709,19413567
2005-05-20,120.725723,120.955956,119.944946,120.925926,120.925926,16310673
2005-05-23,121.701698,129.179184,121.476479,127.852852,127.852852,42733823
2005-05-24,128.608612,132.852859,126.876877,128.128128,128.128128,58028114
2005-05-25,126.491493,130.620621,125.440437,130.535538,130.535538,36079684
2005-05-26,130.610611,132.012009,129.279282,129.729736,129.729736,27066107
2005-05-27,130.360367,133.158157,129.754761,133.133133,133.133133,24343832
2005-05-31,134.849854,139.339340,134.819824,138.773773,138.773773,44429126
2005-06-01,141.741745,146.591599,141.151154,144.144150,144.144150,70313017
2005-06-02,144.509506,145.035034,142.442444,144.094101,144.094101,35912252
2005-06-03,143.538544,144.794800,138.843842,140.270264,140.270264,37527035
2005-06-06,141.336334,147.022018,141.056061,145.615616,145.615616,45006748
2005-06-07,148.698700,149.944946,145.295288,146.706711,146.706711,48597354
2005-06-08,146.571579,146.741745,139.139145,139.919922,139.919922,51350398
2005-06-09,142.502502,144.394394,140.420425,143.298294,143.298294,32849318
2005-06-10,143.638641,143.783783,140.150146,141.391388,141.391388,25367807
2005-06-13,140.050049,142.237244,138.398392,141.516510,141.516510,25580794
2005-06-14,139.434433,140.760757,139.014008,139.314316,139.314316,20163616
2005-06-15,137.637634,138.788788,133.848846,137.537537,137.537537,41724434
2005-06-16,137.267273,139.289291,136.671677,138.858856,138.858856,24899875
2005-06-17,139.639633,140.290283,138.088089,140.290283,140.290283,20847931
2005-06-20,138.183182,143.978973,136.001007,143.493500,143.493500,42007351
2005-06-21,144.179184,145.295288,142.627625,144.064056,144.064056,30234335
2005-06-22,144.979980,146.306305,144.479477,144.794800,144.794800,20927052
2005-06-23,144.144150,147.552551,143.393387,145.000000,145.000000,28084687
2005-06-24,145.595596,149.149155,144.934937,148.773773,148.773773,35506858
2005-06-27,149.599594,152.387390,147.077072,152.202209,152.202209,35570194
2005-06-28,153.293289,154.779785,151.151154,151.151154,151.151154,38034927
2005-06-29,151.401398,152.342346,146.221222,146.506500,146.506500,36560803
2005-06-30,147.317322,149.614609,145.665665,147.222229,147.222229,30158611
2005-07-01,147.667664,148.268265,144.754761,145.770767,145.770767,18436745
2005-07-05,146.196198,148.138138,145.260254,148.003006,148.003006,14973012
2005-07-06,148.798798,148.948944,145.835831,145.905899,145.905899,15984599
2005-07-07,144.839844,148.048050,144.399399,147.917923,147.917923,21322856
2005-07-08,148.273270,148.898895,147.172165,148.263260,148.263260,14900285
2005-07-11,148.348343,148.448441,145.655655,146.821823,146.821823,16763819
2005-07-12,146.841843,147.347351,145.610611,146.036041,146.036041,11718070
2005-07-13,146.401398,149.769775,146.196198,149.579575,149.579575,22852924
2005-07-14,152.822830,153.528534,150.185181,150.595596,150.595596,21314065
2005-07-15,150.770767,151.851852,150.040039,150.745743,150.745743,16859923
2005-07-18,150.150146,151.101105,149.024017,149.919922,149.919922,12403184
2005-07-19,151.201202,155.330338,151.051056,155.105103,155.105103,25217557
2005-07-20,152.937943,156.461456,151.051056,156.156158,156.156158,28592179
2005-07-21,157.182175,159.059052,155.760757,157.127121,157.127121,39539221
2005-07-22,153.338333,154.779785,148.313309,151.351349,151.351349,46726826
2005-07-25,151.346344,151.796799,147.627625,148.073074,148.073074,19298282
2005-07-26,147.652649,149.149155,146.191193,148.193192,148.193192,19614166
2005-07-27,149.019012,149.264267,146.346344,148.613617,148.613617,14421364
2005-07-28,148.853851,148.853851,146.786789,146.896896,146.896896,11839349
2005-07-29,146.216217,146.566574,143.638641,144.024017,144.024017,16709873
2005-08-01,144.204208,146.396393,144.194199,145.950958,145.950958,11313475
2005-08-02,145.945953,149.909912,145.705704,149.744751,149.744751,14565820
2005-08-03,149.149155,150.010010,147.947952,148.798798,148.798798,11849339
2005-08-04,147.922928,149.649643,147.772766,149.014008,149.014008,10462527
2005-08-05,148.898895,149.404404,145.800797,146.321320,146.321320,11867521
2005-08-08,146.946945,147.972977,145.390396,145.770767,145.770767,8954636
2005-08-09,146.126129,146.486481,144.399399,145.930923,145.930923,11547041
2005-08-10,145.795792,146.311310,142.582581,142.982986,142.982986,13744242
2005-08-11,143.088089,143.433426,140.450455,142.167160,142.167160,15014770
2005-08-12,141.821823,145.245239,140.960968,145.005005,145.005005,13158628
2005-08-15,145.045044,146.531525,142.027023,142.142136,142.142136,16333051
2005-08-16,142.582581,144.039032,141.811813,142.967972,142.967972,14204182
2005-08-17,142.897903,143.428421,142.142136,142.692688,142.692688,7758833
2005-08-18,138.093094,140.390396,137.637634,140.135132,140.135132,23721854
2005-08-19,140.635635,140.865860,139.949951,140.140137,140.140137,11074714
2005-08-22,140.760757,140.875870,136.811813,137.142136,137.142136,13612374
2005-08-23,138.218216,140.010010,137.197205,139.929932,139.929932,11631757
2005-08-24,138.923920,142.517517,138.363358,141.426422,141.426422,17169014
2005-08-25,141.416412,142.142136,140.125122,141.436432,141.436432,8744447
2005-08-26,141.881882,142.652649,141.471466,141.931931,141.931931,7503089
2005-08-29,141.261261,144.704712,141.261261,144.369370,144.369370,11794194
2005-08-30,143.838837,144.899902,143.083084,143.778778,143.778778,9574416
2005-08-31,144.259262,144.394394,142.322327,143.143143,143.143143,10057932
2005-09-01,143.098099,143.893890,142.642639,143.268265,143.268265,5478716
2005-09-02,143.398392,145.140137,143.363358,144.369370,144.369370,6862131
2005-09-06,144.644638,144.839844,143.543549,143.698700,143.698700,8416175
2005-09-07,143.088089,147.897903,142.782776,147.582581,147.582581,14984001
2005-09-08,147.562561,149.789795,146.826828,147.842850,147.842850,13213373
2005-09-09,148.788788,149.699707,148.428421,149.694702,149.694702,8772219
2005-09-12,151.026031,155.865860,150.650650,155.025024,155.025024,20752227
2005-09-13,154.654648,157.922928,153.238235,155.996002,155.996002,20579200
2005-09-14,154.519516,156.796799,150.300293,151.651657,151.651657,22529048
2005-09-15,149.909912,153.528534,149.104111,151.461456,151.461456,30901468
2005-09-16,152.162155,152.402405,150.085083,150.250244,150.250244,15144440
2005-09-19,150.650650,153.153152,150.505508,152.047043,152.047043,11512276
2005-09-20,153.228226,155.805801,152.767761,154.109116,154.109116,18683298
2005-09-21,154.359360,157.037033,153.133133,156.106110,156.106110,20219161
2005-09-22,155.905899,159.769775,155.240234,155.840836,155.840836,25986787
2005-09-23,156.656662,158.763763,156.451447,157.837845,157.837845,16950632
2005-09-26,159.909912,160.635635,156.436432,157.297302,157.297302,19769011
2005-09-27,157.632629,159.364365,156.846848,157.127121,157.127121,13732454
2005-09-28,157.267273,157.707703,152.952957,153.153152,153.153152,15978805
2005-09-29,153.493500,155.515518,153.193192,154.964966,154.964966,11216372
2005-09-30,157.267273,158.908905,156.301300,158.388382,158.388382,18284297
2005-10-03,156.971970,160.215210,156.551559,159.499496,159.499496,18302279
2005-10-04,160.135132,160.800797,155.525528,155.655655,155.655655,18270311
2005-10-05,156.501495,157.607605,154.154160,155.510513,155.510513,16640143
2005-10-06,157.227234,157.397400,155.200195,156.531525,156.531525,15971612
2005-10-07,157.552551,158.493500,155.425430,156.651657,156.651657,13527059
2005-10-10,156.811813,157.567566,154.729736,155.480484,155.480484,11133256
2005-10-11,155.460464,156.481476,152.582581,153.203201,153.203201,17068115
2005-10-12,152.752747,153.748749,149.649643,150.635635,150.635635,18593788
2005-10-13,151.151154,151.151154,145.485489,148.868866,148.868866,21114265
2005-10-14,150.100098,150.265259,146.416412,148.218216,148.218216,17021162
2005-10-17,148.898895,152.752747,147.427429,152.652649,152.652649,15118267
2005-10-18,152.632629,154.134140,151.521515,151.791794,151.791794,14141444
2005-10-19,152.152145,155.090088,152.132126,154.504501,154.504501,14007379
2005-10-20,155.150146,155.720718,150.755753,151.751755,151.751755,27795577
2005-10-21,173.073074,173.388382,166.666672,170.120117,170.120117,45739015
2005-10-24,171.856857,174.824829,171.266266,174.499496,174.499496,18844537
2005-10-25,173.063065,173.873871,171.601608,173.628632,173.628632,13742843
2005-10-26,173.313309,178.178177,173.268265,177.897903,177.897903,17797185
2005-10-27,178.478485,178.723724,176.016022,176.706711,176.706711,10258531
2005-10-28,177.812820,179.654648,177.687683,179.264267,179.264267,11795193
2005-10-31,180.300293,187.562561,179.934937,186.256256,186.256256,28657114
2005-11-01,186.116119,192.142136,184.689697,189.879883,189.879883,32679488
2005-11-02,191.041046,192.692688,188.773773,190.030029,190.030029,21109669
2005-11-03,191.396393,193.483490,190.880875,193.168167,193.168167,14881903
2005-11-04,195.185181,196.091095,192.917923,195.410416,195.410416,17632150
2005-11-07,197.747742,198.933929,196.271271,197.712708,197.712708,19163817
2005-11-08,197.322327,197.992996,194.484482,195.145142,195.145142,15779205
2005-11-09,193.528534,194.339340,189.204208,189.764771,189.764771,20912866
2005-11-10,189.369370,195.870865,188.903900,195.745743,195.745743,18239143
2005-11-11,197.757751,198.648651,194.619614,195.395401,195.395401,14113672
2005-11-14,196.256256,199.309311,195.960968,198.683685,198.683685,15600184
2005-11-15,197.387390,198.698700,195.670670,196.596603,196.596603,17232550
2005-11-16,198.298294,199.624619,197.252258,199.274277,199.274277,17373010
2005-11-17,201.101105,202.107101,199.964966,201.926926,201.926926,18405976
2005-11-18,201.946945,202.452454,200.125122,200.305298,200.305298,14037149
2005-11-21,199.784790,205.195190,196.941940,204.884888,204.884888,20649530
2005-11-22,204.529526,208.863861,203.318314,208.443436,208.443436,19172808
2005-11-23,208.728729,212.572571,208.098099,211.641647,211.641647,20149830
2005-11-25,213.103104,214.589584,212.862869,214.524521,214.524521,9670520
2005-11-28,215.125122,215.835831,211.431427,211.951950,211.951950,21994783
2005-11-29,212.442444,213.413406,201.271271,201.971970,201.971970,42948608
2005-11-30,202.332336,204.429428,197.977982,202.657654,202.657654,31162007
2005-12-01,204.804810,207.927933,204.349350,207.252258,207.252258,19470310
2005-12-02,208.678680,209.974976,207.137131,209.059052,209.059052,15071913
2005-12-05,208.708710,208.958954,202.342346,203.128128,203.128128,20558221
2005-12-06,204.554550,208.413406,201.051056,202.472473,202.472473,30220349
2005-12-07,203.283279,203.553558,199.704712,202.312317,202.312317,23308468
2005-12-08,202.852859,205.530533,201.521515,205.530533,205.530533,17802180
2005-12-09,207.707703,208.098099,204.484482,204.804810,204.804810,15271513
2005-12-12,207.522522,207.812820,205.180176,206.511505,206.511505,13886300
2005-12-13,206.456451,209.209213,206.026031,208.953949,208.953949,16311272
2005-12-14,208.728729,210.075073,207.952957,209.689697,209.689697,13247539
2005-12-15,209.764771,211.781784,208.458466,211.486481,211.486481,12079508
2005-12-16,212.882889,216.466461,211.586594,215.290283,215.290283,32628339
2005-12-19,216.316315,223.328323,210.265259,212.512512,212.512512,43829726
2005-12-20,214.144150,216.316315,212.547546,215.085083,215.085083,20149231
2005-12-21,216.991989,218.648651,210.565567,213.378372,213.378372,22421356
2005-12-22,216.101105,216.646652,213.178177,216.236237,216.236237,15078107
2005-12-23,216.291290,216.466461,214.604599,215.680679,215.680679,9181010
2005-12-27,216.146149,216.146149,211.591599,212.532532,212.532532,13392194
2005-12-28,212.382385,214.104111,210.840836,213.558563,213.558563,14221564
2005-12-29,214.204208,214.579575,209.794800,210.285278,210.285278,13877708
2005-12-30,208.843842,209.314316,207.077072,207.637634,207.637634,15159026
2006-01-03,211.471466,218.053055,209.319321,217.832840,217.832840,26216158
2006-01-04,222.172165,224.704712,220.095093,222.842850,222.842850,30542227
2006-01-05,223.223221,226.001007,220.970978,225.845840,225.845840,21594983
2006-01-06,228.663666,235.485489,226.846848,233.063065,233.063065,35478286
2006-01-09,233.438431,236.936935,230.700699,233.683685,233.683685,25558216
2006-01-10,232.442444,235.360367,231.251251,235.115112,235.115112,18176006
2006-01-11,235.870865,237.792786,234.824829,236.051056,236.051056,17996785
2006-01-12,237.097092,237.732727,230.980988,232.047043,232.047043,20230349
2006-01-13,232.387390,233.678680,231.036041,233.358353,233.358353,15297887
2006-01-17,231.761765,235.185181,231.496490,233.788788,233.788788,16524059
2006-01-18,223.873871,228.908905,221.846848,222.677673,222.677673,40930429
2006-01-19,225.810806,226.971970,216.716721,218.443436,218.443436,29045525
2006-01-20,219.569565,220.235229,197.567566,199.929932,199.929932,82151167
2006-01-23,203.893890,214.409409,203.068069,213.963959,213.963959,45437317
2006-01-24,218.233231,222.697693,217.457458,221.736740,221.736740,30898271
2006-01-25,225.855850,227.342346,214.824829,216.716721,216.716721,37442120
2006-01-26,219.989990,220.215210,211.991989,217.352356,217.352356,25826348
2006-01-27,217.717712,219.329330,214.704712,216.961960,216.961960,16887496
2006-01-30,214.829834,216.856857,212.712708,213.623627,213.623627,17160622
2006-01-31,215.500504,220.020020,212.197205,216.546555,216.546555,44087868
2006-02-01,194.709717,201.201202,193.953949,201.091095,201.091095,54190755
2006-02-02,202.112106,203.453445,198.188187,198.218216,198.218216,23591785
2006-02-03,197.007004,197.147141,186.471466,190.965973,190.965973,36527036
2006-02-06,192.847855,195.145142,189.969971,192.742737,192.742737,17862919
2006-02-07,191.686691,192.042038,181.856857,184.144150,184.144150,33227140
2006-02-08,184.424423,185.530533,177.512512,184.724731,184.724731,41566592
2006-02-09,185.785782,187.387390,178.233231,179.564560,179.564560,23800975
2006-02-10,181.156158,182.432434,176.746750,181.486481,181.486481,30416553
2006-02-13,173.493500,175.475479,171.116119,173.023026,173.023026,39396164
2006-02-14,172.837845,176.021027,171.371368,171.831833,171.831833,29278692
2006-02-15,170.805801,173.173172,169.084091,171.361359,171.361359,25868106
2006-02-16,173.008011,183.683685,172.417419,183.413406,183.413406,42588369
2006-02-17,185.115112,186.256256,181.991989,184.559555,184.559555,28611760
2006-02-21,183.403397,186.956955,182.737732,183.478485,183.478485,17354628
2006-02-22,183.758759,184.659653,182.112106,182.927933,182.927933,12939448
2006-02-23,182.987991,190.810806,182.877884,189.224228,189.224228,25078097
2006-02-24,188.838837,190.225220,186.931931,188.888885,188.888885,12955631
2006-02-27,190.825821,196.046051,190.330338,195.385391,195.385391,20403976
2006-02-28,196.796799,198.968964,169.424423,181.491486,181.491486,78796325
2006-03-01,184.464462,184.909912,180.830826,182.582581,182.582581,24098278
2006-03-02,182.322327,190.740738,181.281281,188.413406,188.413406,36623939
